Date/Time;CPU(perc);Storage(bytes);RAM(bytes)
19/10/2020T17:30;3.8;301620241;336609280
19/10/2020T17:40;3.8;301765884;334127104
19/10/2020T17:50;3.8;301924600;335097856
19/10/2020T18:00;3.8;302008848;335327232
19/10/2020T18:10;3.8;302174717;334032896
19/10/2020T18:20;3.8;302350629;336060416
19/10/2020T18:30;3.8;302491777;338968576
19/10/2020T18:40;3.8;302624160;339636224
19/10/2020T18:50;3.8;302787012;339816448
19/10/2020T19:00;3.8;302943115;339746816
19/10/2020T19:10;3.8;303137517;345632768
19/10/2020T19:20;3.8;303351702;340357120
19/10/2020T19:30;3.8;303497320;341749760
19/10/2020T19:40;3.8;303635361;339959808
19/10/2020T19:50;3.8;303825050;341299200
19/10/2020T20:00;3.8;304026449;340791296
19/10/2020T20:10;3.8;304207338;340439040
19/10/2020T20:20;3.8;304396217;339755008
19/10/2020T20:30;3.8;304498819;168296448
19/10/2020T20:40;3.8;304498819;296329216
19/10/2020T20:50;3.8;304813333;326209536
19/10/2020T21:00;3.8;304962836;327811072
19/10/2020T21:10;3.8;305153027;329596928
19/10/2020T21:20;3.8;305333667;330145792
19/10/2020T21:30;3.8;305511487;330166272
19/10/2020T21:40;3.8;305730633;331018240
19/10/2020T21:50;3.8;305865834;328495104
19/10/2020T22:00;3.8;306026297;329900032
19/10/2020T22:10;3.8;306190782;329969664
19/10/2020T22:20;3.8;306362770;330244096
19/10/2020T22:30;3.8;306490589;332460032
19/10/2020T22:40;3.8;306699949;330895360
19/10/2020T22:50;3.8;306901205;335646720
19/10/2020T23:00;3.8;307028833;336863232
19/10/2020T23:10;3.8;307205587;336482304
19/10/2020T23:20;3.8;307337773;333115392
19/10/2020T23:30;3.8;307467808;339820544
19/10/2020T23:40;3.8;307651222;333647872
19/10/2020T23:50;3.8;307811823;334372864
20/10/2020T00:00;3.8;307953581;334565376
20/10/2020T00:10;3.8;308082228;334897152
20/10/2020T00:20;3.8;308238253;334024704
20/10/2020T00:30;3.8;308376475;337920000
20/10/2020T00:40;3.8;308538154;335155200
20/10/2020T00:50;3.8;308741158;339329024
20/10/2020T01:00;3.8;308887649;338190336
20/10/2020T01:10;3.8;309039302;339480576
20/10/2020T01:20;3.8;309168752;339927040
20/10/2020T01:30;3.8;309307764;340066304
20/10/2020T01:40;3.8;309490551;338530304
20/10/2020T01:50;3.8;309638639;337399808
20/10/2020T02:00;3.8;309759851;340111360
20/10/2020T02:10;3.8;309930105;338571264
20/10/2020T02:20;3.8;310036821;337616896
20/10/2020T02:30;3.8;310203173;336633856
20/10/2020T02:40;3.8;310344949;339476480
20/10/2020T02:50;3.8;310475225;341606400
20/10/2020T03:00;3.8;310631121;339337216
20/10/2020T03:10;3.8;310780274;340881408
20/10/2020T03:20;3.8;310957871;339910656
20/10/2020T03:30;3.8;311100051;341270528
20/10/2020T03:40;3.8;311231585;344379392
20/10/2020T03:50;3.8;311381254;342196224
20/10/2020T04:00;3.8;311539674;341295104
20/10/2020T04:10;3.8;311700648;345960448
20/10/2020T04:20;3.8;311897569;344494080
20/10/2020T04:30;3.8;312063741;341065728
20/10/2020T04:40;3.8;312239207;343068672
20/10/2020T04:50;3.8;312382375;346095616
20/10/2020T05:00;3.8;312523023;345686016
20/10/2020T05:10;3.8;312688232;343875584
20/10/2020T05:20;3.8;312851309;348250112
20/10/2020T05:30;3.8;313060130;345468928
20/10/2020T05:40;3.8;313225919;346140672
20/10/2020T05:50;3.8;313426945;343834624
20/10/2020T06:00;3.8;313539756;345456640
20/10/2020T06:10;3.8;313710350;347463680
20/10/2020T06:20;3.8;313842129;345726976
20/10/2020T06:30;3.8;313954046;345362432
20/10/2020T06:40;3.8;314139672;344637440
20/10/2020T06:50;3.8;314344323;348786688
20/10/2020T07:00;3.8;314465038;350674944
20/10/2020T07:10;3.8;314605291;349245440
20/10/2020T07:20;3.8;314749635;347627520
20/10/2020T07:30;3.8;314896166;349392896
20/10/2020T07:40;3.8;315088495;350396416
20/10/2020T07:50;3.8;315297541;349868032
20/10/2020T08:00;3.8;315491313;349851648
20/10/2020T08:10;3.8;315608670;352567296
20/10/2020T08:20;3.8;315805525;351395840
20/10/2020T08:30;3.8;315982890;352817152
20/10/2020T08:40;3.8;316174326;350314496
20/10/2020T08:50;3.8;316354916;357347328
20/10/2020T09:00;3.8;316515995;359079936
20/10/2020T09:10;3.8;316673364;354193408
20/10/2020T09:20;3.8;316783858;356569088
20/10/2020T09:30;3.8;316893225;356007936
20/10/2020T09:40;3.8;317051991;355328000
20/10/2020T09:50;3.8;317157196;354582528
20/10/2020T10:00;3.8;317331176;356208640
20/10/2020T10:10;3.8;317537167;354631680
20/10/2020T10:20;3.8;317656381;354447360
20/10/2020T10:30;3.8;317824945;358010880
20/10/2020T10:40;3.8;317850268;169353216
20/10/2020T10:50;3.8;318122891;370561024
20/10/2020T11:00;3.8;318288581;344428544
20/10/2020T11:10;3.8;318447710;343056384
20/10/2020T11:20;3.8;318570963;342855680
20/10/2020T11:30;3.8;318727129;343449600
20/10/2020T11:40;3.8;318903786;344961024
20/10/2020T11:50;3.8;319067725;344440832
20/10/2020T12:00;3.8;319205660;347004928
20/10/2020T12:10;3.8;319394461;344133632
20/10/2020T12:20;3.8;319486477;344842240
20/10/2020T12:30;3.9;319620213;345550848
20/10/2020T12:40;3.9;319766387;344408064
20/10/2020T12:50;3.9;319906677;348303360
20/10/2020T13:00;3.9;320099409;349954048
20/10/2020T13:10;3.9;320286934;348196864
20/10/2020T13:20;3.9;320461173;348016640
20/10/2020T13:30;3.9;320588221;346345472
20/10/2020T13:40;3.9;320733282;350093312
20/10/2020T13:50;3.9;320947018;346464256
20/10/2020T14:00;3.9;321084051;346529792
20/10/2020T14:10;3.9;321240962;353488896
20/10/2020T14:20;3.9;321395451;349270016
20/10/2020T14:30;3.9;321633516;348876800
20/10/2020T14:40;3.9;321782021;351014912
20/10/2020T14:50;3.9;321908383;351383552
20/10/2020T15:00;3.9;322061895;350117888
20/10/2020T15:10;3.9;322211069;351186944
20/10/2020T15:20;3.9;322354466;351625216
20/10/2020T15:30;3.9;322460670;353931264
20/10/2020T15:40;3.9;322601486;353652736
20/10/2020T15:50;3.9;322767556;350072832
20/10/2020T16:00;3.9;322949070;351846400
20/10/2020T16:10;3.9;323076506;351649792
20/10/2020T16:20;3.9;323241751;353128448
20/10/2020T16:30;3.9;323376899;353660928
20/10/2020T16:40;3.9;323525187;350904320
20/10/2020T16:50;3.9;323677415;358080512
20/10/2020T17:00;3.9;323838455;354054144
20/10/2020T17:10;3.9;323983170;354193408
20/10/2020T17:20;3.9;324132551;356974592
20/10/2020T17:30;3.9;324299854;356433920
20/10/2020T17:40;3.9;324458929;358436864
20/10/2020T17:50;3.9;324597812;354578432
20/10/2020T18:00;3.9;324763954;356802560
20/10/2020T18:10;3.9;324986265;356995072
20/10/2020T18:20;3.9;325170076;357113856
20/10/2020T18:30;3.9;325338974;358395904
20/10/2020T18:40;3.9;325487136;356843520
20/10/2020T18:50;3.9;325602210;359354368
20/10/2020T19:00;3.9;325747933;359358464
20/10/2020T19:10;3.9;325883385;360280064
20/10/2020T19:20;3.9;325990624;359731200
20/10/2020T19:30;3.9;326120035;361209856
20/10/2020T19:40;3.9;326301713;366678016
20/10/2020T19:50;3.9;326428209;358600704
20/10/2020T20:00;3.9;326531291;359444480
20/10/2020T20:10;3.9;326756633;362885120
20/10/2020T20:20;3.9;326851917;362012672
20/10/2020T20:30;3.9;327052685;359981056
20/10/2020T20:40;3.9;327181668;361107456
20/10/2020T20:50;3.9;327336210;362754048
20/10/2020T21:00;3.9;327482950;365260800
20/10/2020T21:10;3.9;327612863;365584384
20/10/2020T21:20;3.9;327735698;365158400
20/10/2020T21:30;3.9;327831222;369373184
20/10/2020T21:40;3.9;327834017;174477312
20/10/2020T21:50;3.9;328155032;378044416
20/10/2020T22:00;3.9;328288671;342749184
20/10/2020T22:10;3.9;328522041;344760320
20/10/2020T22:20;3.9;328665551;343945216
20/10/2020T22:30;3.9;328842431;344281088
20/10/2020T22:40;3.9;329000343;343105536
20/10/2020T22:50;3.9;329192835;345276416
20/10/2020T23:00;3.9;329306395;345059328
20/10/2020T23:10;3.9;329476481;345837568
20/10/2020T23:20;3.9;329648996;349052928
20/10/2020T23:30;3.9;329783167;346963968
20/10/2020T23:40;3.9;329947693;345501696
20/10/2020T23:50;3.9;330067534;352686080
21/10/2020T00:00;3.9;330233501;349163520
21/10/2020T00:10;3.9;330473013;353361920
21/10/2020T00:20;3.9;330586964;352063488
21/10/2020T00:30;3.9;330717111;349880320
21/10/2020T00:40;3.9;330863001;351506432
21/10/2020T00:50;3.9;331012344;353353728
21/10/2020T01:00;3.9;331144432;348966912
21/10/2020T01:10;3.9;331298327;348872704
21/10/2020T01:20;3.9;331434567;352526336
21/10/2020T01:30;3.9;331586993;352870400
21/10/2020T01:40;3.9;331776664;352321536
21/10/2020T01:50;3.9;331929898;356851712
21/10/2020T02:00;3.9;332168331;353079296
21/10/2020T02:10;3.9;332311113;355373056
21/10/2020T02:20;3.9;332474099;355442688
21/10/2020T02:30;3.9;332630621;364908544
21/10/2020T02:40;3.9;332780933;352501760
21/10/2020T02:50;3.9;332940657;357232640
21/10/2020T03:00;3.9;333133134;353787904
21/10/2020T03:10;3.9;333351145;356360192
21/10/2020T03:20;3.9;333549619;356327424
21/10/2020T03:30;3.9;333713183;354443264
21/10/2020T03:40;3.9;333860678;354709504
21/10/2020T03:50;3.9;334000323;359268352
21/10/2020T04:00;3.9;334146793;358498304
21/10/2020T04:10;3.9;334304065;358715392
21/10/2020T04:20;3.9;334492664;357322752
21/10/2020T04:30;3.9;334665937;358436864
21/10/2020T04:40;3.9;334834653;360624128
21/10/2020T04:50;3.9;335006601;355950592
21/10/2020T05:00;3.9;335188231;356368384
21/10/2020T05:10;3.9;335326866;359153664
21/10/2020T05:20;3.9;335530866;356962304
21/10/2020T05:30;3.9;335728303;358035456
21/10/2020T05:40;3.9;335838149;361934848
21/10/2020T05:50;3.9;336021593;359870464
21/10/2020T06:00;3.9;336166952;362504192
21/10/2020T06:10;3.9;336422122;369979392
21/10/2020T06:20;3.9;336628193;360062976
21/10/2020T06:30;3.9;336803918;365051904
21/10/2020T06:40;3.9;336940646;380653568
21/10/2020T06:50;3.9;337070849;365535232
21/10/2020T07:00;3.9;337222063;379625472
21/10/2020T07:10;3.9;337402883;364564480
21/10/2020T07:20;3.9;337548683;363155456
21/10/2020T07:30;3.9;337698122;387407872
21/10/2020T07:40;3.9;337803220;383180800
21/10/2020T07:50;4.0;337956776;368365568
21/10/2020T08:00;4.0;338064109;375791616
21/10/2020T08:10;4.0;338227828;374882304
21/10/2020T08:20;4.0;338463137;372408320
21/10/2020T08:30;4.0;338610415;374910976
21/10/2020T08:40;4.0;338755950;372826112
21/10/2020T08:50;4.0;338861773;375435264
21/10/2020T09:00;4.0;339089547;375107584
21/10/2020T09:10;4.0;339310097;374001664
21/10/2020T09:20;4.0;339459533;374894592
21/10/2020T09:30;4.0;339621408;374341632
21/10/2020T09:40;4.0;339747371;377098240
21/10/2020T09:50;4.0;339905450;377946112
21/10/2020T10:00;4.0;340091928;378908672
21/10/2020T10:10;4.0;340256434;379006976
21/10/2020T10:20;4.0;340436539;380809216
21/10/2020T10:30;4.0;340619143;378331136
21/10/2020T10:40;4.0;340810430;381980672
21/10/2020T10:50;4.0;340987461;378646528
21/10/2020T11:00;4.0;341120317;386437120
21/10/2020T11:10;4.0;341243209;174182400
21/10/2020T11:20;4.0;341243209;174505984
21/10/2020T11:30;4.0;341243209;175931392
21/10/2020T11:40;4.0;341243209;175779840
21/10/2020T11:50;4.0;341899639;379052032
21/10/2020T12:00;4.0;342011360;376356864
21/10/2020T12:10;4.0;342233134;379740160
21/10/2020T12:20;4.0;342432259;381956096
21/10/2020T12:30;4.0;342628722;379617280
21/10/2020T12:40;4.0;342809067;379269120
21/10/2020T12:50;4.0;342957427;380166144
21/10/2020T13:00;4.0;343082120;382234624
21/10/2020T13:10;4.0;343269153;383815680
21/10/2020T13:20;4.0;343437527;384262144
21/10/2020T13:30;4.0;343585760;382197760
21/10/2020T13:40;4.0;343705975;391680000
21/10/2020T13:50;4.0;343852079;386764800
21/10/2020T14:00;4.0;344009221;390344704
21/10/2020T14:10;4.0;344198937;387014656
21/10/2020T14:20;4.0;344372788;387420160
21/10/2020T14:30;4.0;344506721;387616768
21/10/2020T14:40;4.0;344656264;389615616
21/10/2020T14:50;4.0;344808518;388751360
21/10/2020T15:00;4.0;344979985;386715648
21/10/2020T15:10;4.0;345112557;351264768
21/10/2020T15:20;4.0;345292723;355016704
21/10/2020T15:30;4.0;345422826;350998528
21/10/2020T15:40;4.0;345580090;349356032
21/10/2020T15:50;4.0;345761456;359346176
21/10/2020T16:00;4.0;345923160;355323904
21/10/2020T16:10;4.0;346096925;356728832
21/10/2020T16:20;4.0;346241056;356413440
21/10/2020T16:30;4.0;346379564;355794944
21/10/2020T16:40;4.0;346575958;353181696
21/10/2020T16:50;4.0;346733629;354471936
21/10/2020T17:00;4.0;346884988;355864576
21/10/2020T17:10;4.0;347107454;357818368
21/10/2020T17:20;4.0;347249858;356368384
21/10/2020T17:30;4.0;347418018;357683200
21/10/2020T17:40;4.0;347559531;355651584
21/10/2020T17:50;4.0;347713422;358871040
21/10/2020T18:00;4.0;347929123;362639360
21/10/2020T18:10;4.0;348037842;360693760
21/10/2020T18:20;4.0;348235459;358125568
21/10/2020T18:30;4.0;348378453;361902080
21/10/2020T18:40;4.0;348596915;362045440
21/10/2020T18:50;4.0;348810039;358567936
21/10/2020T19:00;4.0;348942493;358457344
21/10/2020T19:10;4.0;349151959;359370752
21/10/2020T19:20;4.0;349322563;358793216
21/10/2020T19:30;4.0;349493610;359997440
21/10/2020T19:40;4.0;349654116;358248448
21/10/2020T19:50;4.0;349834775;361000960
21/10/2020T20:00;4.0;350061668;359862272
21/10/2020T20:10;4.0;350227498;361897984
21/10/2020T20:20;4.0;350379843;362639360
21/10/2020T20:30;4.1;350574680;176750592
21/10/2020T20:40;4.0;350574680;173531136
21/10/2020T20:50;4.0;350574680;181768192
21/10/2020T21:00;4.0;350574680;177836032
21/10/2020T21:10;4.0;350574680;178393088
21/10/2020T21:20;4.0;350574680;177049600
21/10/2020T21:30;4.0;350574680;175616000
21/10/2020T21:40;4.0;350574680;176168960
21/10/2020T21:50;4.0;350574680;175464448
21/10/2020T22:00;4.0;350574680;177479680
21/10/2020T22:10;4.0;350574680;179695616
21/10/2020T22:20;4.0;350574680;175149056
21/10/2020T22:30;4.0;350574680;181260288
21/10/2020T22:40;4.0;350574680;173989888
21/10/2020T22:50;4.0;350574680;175804416
21/10/2020T23:00;4.0;350574680;169676800
21/10/2020T23:10;4.0;350574680;170708992
21/10/2020T23:20;4.0;350574680;168275968
21/10/2020T23:30;4.0;350574680;168595456
21/10/2020T23:40;4.0;350574680;169795584
21/10/2020T23:50;4.0;351739848;376541184
22/10/2020T00:00;4.0;354122489;383242240
22/10/2020T00:10;4.0;354277633;383569920
22/10/2020T00:20;4.0;354394748;381444096
22/10/2020T00:30;4.0;354527790;384929792
22/10/2020T00:40;4.0;354679769;384262144
22/10/2020T00:50;4.0;354810859;385880064
22/10/2020T01:00;4.0;354959459;385167360
22/10/2020T01:10;4.0;355120215;383864832
22/10/2020T01:20;4.0;355288867;383799296
22/10/2020T01:30;4.0;355475113;384548864
22/10/2020T01:40;4.0;355607049;383918080
22/10/2020T01:50;4.0;355804882;382431232
22/10/2020T02:00;4.0;355924350;388521984
22/10/2020T02:10;4.0;356121047;392654848
22/10/2020T02:20;4.0;356250160;393457664
22/10/2020T02:30;4.0;356402322;389586944
22/10/2020T02:40;4.0;356581413;387854336
22/10/2020T02:50;4.0;356736680;389447680
22/10/2020T03:00;4.0;356877044;388296704
22/10/2020T03:10;4.0;357047499;388022272
22/10/2020T03:20;4.0;357196318;394072064
22/10/2020T03:30;4.0;357363424;353628160
22/10/2020T03:40;4.0;357498232;353787904
22/10/2020T03:50;4.0;357634053;354660352
22/10/2020T04:00;4.0;357814061;356843520
22/10/2020T04:10;4.0;358002248;359882752
22/10/2020T04:20;4.0;358148082;357437440
22/10/2020T04:30;4.0;358315454;358129664
22/10/2020T04:40;4.0;358492658;360370176
22/10/2020T04:50;4.0;358647863;358510592
22/10/2020T05:00;4.0;358844514;358895616
22/10/2020T05:10;4.0;358994698;357441536
22/10/2020T05:20;4.0;359134629;357580800
22/10/2020T05:30;4.0;359246183;357736448
22/10/2020T05:40;4.0;359437187;357842944
22/10/2020T05:50;4.0;359581691;358670336
22/10/2020T06:00;4.0;359726216;361398272
22/10/2020T06:10;4.0;359864367;360988672
22/10/2020T06:20;4.0;360011527;361689088
22/10/2020T06:30;4.0;360185697;361746432
22/10/2020T06:40;4.0;360327602;359657472
22/10/2020T06:50;4.0;360493849;365973504
22/10/2020T07:00;4.0;360621407;360185856
22/10/2020T07:10;4.0;360816664;363024384
22/10/2020T07:20;4.0;360987085;364609536
22/10/2020T07:30;4.0;361139027;360898560
22/10/2020T07:40;4.0;361302760;359587840
22/10/2020T07:50;4.0;361493093;362766336
22/10/2020T08:00;4.0;361603723;364412928
22/10/2020T08:10;4.0;361774812;365834240
22/10/2020T08:20;4.0;361959255;363229184
22/10/2020T08:30;4.0;362162254;364761088
22/10/2020T08:40;4.0;362301557;365539328
22/10/2020T08:50;4.0;362474895;366796800
22/10/2020T09:00;4.0;362602463;363122688
22/10/2020T09:10;4.0;362747102;365711360
22/10/2020T09:20;4.0;362909697;363986944
22/10/2020T09:30;4.0;363091108;366354432
22/10/2020T09:40;4.0;363260626;365174784
22/10/2020T09:50;4.0;363399519;367042560
22/10/2020T10:00;4.0;363561406;366469120
22/10/2020T10:10;4.0;363730276;369528832
22/10/2020T10:20;4.0;363856600;367890432
22/10/2020T10:30;4.0;364001925;372711424
22/10/2020T10:40;4.0;364173205;366297088
22/10/2020T10:50;4.0;364386040;371724288
22/10/2020T11:00;4.0;364530755;366100480
22/10/2020T11:10;4.0;364720617;369844224
22/10/2020T11:20;4.0;364906913;367554560
22/10/2020T11:30;4.0;364999076;392196096
22/10/2020T11:40;4.0;365027761;176611328
22/10/2020T11:50;4.0;365027761;177901568
22/10/2020T12:00;4.0;365439289;385892352
22/10/2020T12:10;4.0;365640032;383279104
22/10/2020T12:20;4.0;365772607;384942080
22/10/2020T12:30;4.0;365982703;386347008
22/10/2020T12:40;4.0;366157767;389582848
22/10/2020T12:50;4.0;366323774;387534848
22/10/2020T13:00;4.0;366447039;388304896
22/10/2020T13:10;4.0;366609324;387338240
22/10/2020T13:20;4.0;366769151;387112960
22/10/2020T13:30;4.0;366942280;385191936
22/10/2020T13:40;4.0;367079769;386908160
22/10/2020T13:50;4.0;367244402;386732032
22/10/2020T14:00;4.0;367357733;392486912
22/10/2020T14:10;4.0;367553618;388771840
22/10/2020T14:20;4.0;367659252;391274496
22/10/2020T14:30;4.0;367798590;391819264
22/10/2020T14:40;4.0;367960867;388886528
22/10/2020T14:50;4.0;368131472;388960256
22/10/2020T15:00;4.0;368279401;390787072
22/10/2020T15:10;4.0;368432325;391360512
22/10/2020T15:20;4.0;368580766;390721536
22/10/2020T15:30;4.0;368735413;393277440
22/10/2020T15:40;4.0;368950914;392347648
22/10/2020T15:50;4.0;369128879;353886208
22/10/2020T16:00;4.0;369309368;358862848
22/10/2020T16:10;4.0;369556449;357621760
22/10/2020T16:20;4.0;369697495;357683200
22/10/2020T16:30;4.0;369839238;358195200
22/10/2020T16:40;4.0;370014464;358711296
22/10/2020T16:50;4.0;370225210;359993344
22/10/2020T17:00;4.0;370441105;360046592
22/10/2020T17:10;4.0;370649497;366694400
22/10/2020T17:20;4.0;370803913;363560960
22/10/2020T17:30;4.0;370966471;363839488
22/10/2020T17:40;4.0;371076499;367230976
22/10/2020T17:50;4.0;371267915;364462080
22/10/2020T18:00;4.0;371433420;367587328
22/10/2020T18:10;4.0;371625738;367067136
22/10/2020T18:20;4.0;371770561;370270208
22/10/2020T18:30;4.0;371963840;367550464
22/10/2020T18:40;4.0;372096734;365322240
22/10/2020T18:50;4.0;372261994;370524160
